textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2020-12/31/2020), Quarter 3 (07/01/2020-09/30/2020), Quarter 2 (04/01/2020-06/30/2020), Quarter 1 (01/01/2020-03/31/2020)",All,All,All,7/28/2023 2:40:52 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1
Period Ending  9/30/2020,Commercial Residential - CMP (Excl Condo Associations),"9,516",379,41,0,0,642,700,"2,476,103,142","21,012,577","8,816","323,736,055","18,218,576","2,794,001",7,4,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Commercial Residential - Dwelling/Fire (Condo Associations Only),"1,918",98,5,0,0,39,7,"25,781,680,312","72,943,870","1,911","42,867,894","72,826,821","117,049",0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Commercial Residential - Dwelling/Fire (Excl Condo Associations),910,53,8,0,0,22,25,"11,160,299,585","29,814,952",885,"44,401,033","29,706,906","108,046",1,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Allied Lines,"62,002","2,189","1,327",0,0,"4,728","13,715","8,721,378,569","110,081,441","48,287","7,723,572,235","80,768,240","29,313,201",0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"11,077",397,194,0,0,513,0,"4,151,528,326","31,361,947","11,077",0,"31,361,947",0,0,6,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Condominium Unit Owners,"546,990","19,584","8,007",0,157,"44,175","62,321","65,938,790,051","598,982,813","484,669","14,456,768,341","535,504,038","63,478,774","9,610",334,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Condominium Unit Owners - WIND ONLY,"20,092",516,279,0,0,735,0,"3,218,599,923","22,403,596","20,092",0,"22,403,596",0,0,4,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Dwelling/Fire,"256,541","8,721","4,133",0,0,"17,125","18,479","50,445,923,911","383,153,562","238,062","4,617,142,672","367,536,579","15,616,983","37,108","9,621",,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Dwelling/Fire - Mobile Homeowners,"41,773",909,160,0,0,"1,076","4,614","1,735,242,083","26,033,847","37,159","228,787,583","24,930,063","1,103,784",0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,258,8,2,0,0,9,0,"10,335,360","385,174",258,0,"385,174",0,0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Farmowners,"2,403",45,86,0,0,111,17,"1,480,331,478","11,261,907","2,386","11,539,017","11,187,454","74,453",130,130,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"1,596,034","58,771","28,129",0,424,"117,883","65,809","830,506,562,062","4,077,557,301","1,530,225","73,677,321,117","3,926,435,377","151,121,924","34,754","37,119",,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"67,011","1,749","1,014",0,0,"3,588",0,"33,515,497,652","209,729,372","67,011",0,"209,729,372",0,0,5,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Mobile Homeowners,"196,915","6,312","2,668",1,0,"8,516","6,403","18,194,086,359","224,395,599","190,512","529,486,330","222,177,690","2,217,909",0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Mobile Homeowners - WIND ONLY,"2,520",51,4,0,0,58,0,"116,596,830","3,412,315","2,520",0,"3,412,315",0,0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Tenants,"831,034","123,751","8,516",0,7,"160,054","6,655","28,324,641,930","229,887,986","824,379","619,247,388","227,343,027","2,544,959",324,"34,749",,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  9/30/2020,Personal Residential - Tenants - WIND ONLY,391,24,1,0,0,33,0,"51,780,991","284,048",391,0,"284,048",0,0,0,,,,,,,,,,,"3,652,419","223,644","54,735",1,588,"359,544","179,203","1,118,304,444,035","6,371,844,506","3,473,216","104,515,079,114","6,100,212,985","271,631,521","81,941","81,972",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - (Apartment Buildings) - WIND ONLY,845,24,3,0,0,9,0,"863,518,098","6,998,345",845,0,"6,998,345",0,0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - (Condo Associations Only) - WIND ONLY,"1,489",11,14,0,0,18,0,"4,807,957,165","26,620,207","1,489",0,"26,620,207",0,0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - (Homeowners Association) - WIND ONLY,173,2,1,0,0,0,0,"401,441,803","2,003,556",173,0,"2,003,556",0,0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - Allied Lines (Condo Associations Only),958,1,15,0,0,60,0,"3,803,239,308","190,223,444",958,0,"190,223,444",0,0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - Allied Lines (Excl Condo Associations),175,1,59,0,0,62,2,"324,776,015","2,118,616",173,"530,874","2,117,466","1,150",4,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - CMP (Condo Associations Only),"1,434",74,25,0,0,130,454,"22,240,201,629","95,593,193",980,"2,383,055,763","92,272,329","3,320,864",5,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - CMP (Excl Condo Associations),"9,673",367,29,0,0,576,718,"2,333,695,875","22,533,620","8,955","329,143,947","19,397,084","3,136,536",1,3,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - Dwelling/Fire (Condo Associations Only),"1,835",118,21,0,0,54,9,"25,293,835,606","73,686,763","1,826","45,814,194","73,563,331","123,432",0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Commercial Residential - Dwelling/Fire (Excl Condo Associations),908,34,20,0,0,55,24,"11,112,792,679","30,612,467",884,"44,397,833","30,505,949","106,518",3,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Allied Lines,"62,177","2,378","1,320",0,0,"3,873","13,391","8,874,010,495","111,345,533","48,786","7,726,913,916","81,441,042","29,904,491",0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"10,888",493,101,0,0,465,0,"4,122,452,657","31,154,974","10,888",0,"31,154,974",0,64,4,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Condominium Unit Owners,"552,501","20,039","7,972",0,94,"39,922","62,610","68,470,855,628","620,965,905","489,891","15,493,074,502","554,281,335","66,684,570",631,462,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Condominium Unit Owners - WIND ONLY,"19,709",584,320,0,0,871,0,"3,176,194,078","22,496,689","19,709",0,"22,496,689",0,402,52,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Dwelling/Fire,"288,581","9,403","3,003",0,0,"16,998","18,375","59,262,906,124","434,391,416","270,206","4,822,463,881","418,536,918","15,854,498",543,529,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Dwelling/Fire - Mobile Homeowners,"41,521",964,179,0,0,891,"4,612","1,830,571,563","26,442,006","36,909","229,971,203","25,344,995","1,097,011",0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,257,5,0,0,0,4,0,"8,958,120","391,723",257,0,"391,723",0,0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Farmowners,"2,375",61,96,0,0,134,17,"1,494,375,864","11,230,957","2,358","13,409,538","11,150,732","80,225",69,65,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"1,572,323","59,336","29,460",0,181,"122,225","64,858","837,810,475,687","4,184,090,455","1,507,465","76,490,159,215","4,029,701,096","154,389,359","2,150",539,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"67,499","1,599",454,0,0,"3,151",0,"34,106,340,754","213,138,608","67,499",0,"213,138,608",0,683,72,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Mobile Homeowners,"197,991","4,979","2,202",0,0,"8,261","6,402","18,551,770,844","226,593,266","191,589","532,928,819","224,387,383","2,205,883",4,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Mobile Homeowners - WIND ONLY,"2,499",45,1,0,0,25,0,"116,084,560","3,446,813","2,499",0,"3,446,813",0,0,0,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Tenants,"734,233","102,473","3,751",0,5,"107,320","6,259","15,789,147,104","143,882,089","727,974","547,192,672","141,689,484","2,192,605",55,2,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,
Period Ending  12/31/2020,Personal Residential - Tenants - WIND ONLY,383,16,4,0,0,12,0,"52,663,823","282,753",383,0,"282,753",0,3,3,,,,,,,,,,,"3,570,427","203,007","49,050",0,280,"305,116","177,731","1,124,848,265,478","6,480,243,398","3,392,696","108,659,056,356","6,201,146,256","279,097,142","4,617","1,731",,,,,,,,,,

