textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2021-12/31/2021), Quarter 3 (07/01/2021-09/30/2021), Quarter 2 (04/01/2021-06/30/2021), Quarter 1 (01/01/2021-03/31/2021)",All,All,All,7/28/2023 2:42:19 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1
Period Ending  3/31/2021,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"10,428",925,220,0,0,683,0,"4,017,091,873","29,796,500","10,428",0,"29,796,500",0,0,2,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Condominium Unit Owners,"535,211","21,607","9,501",0,9,"39,241","41,269","69,836,270,205","625,175,505","493,942","13,192,840,160","572,757,974","52,417,532",130,1,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Condominium Unit Owners - WIND ONLY,"18,957","1,343",413,0,0,"1,009",0,"3,080,615,542","21,695,137","18,957",0,"21,695,137",0,8,3,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Dwelling/Fire,"280,764","14,416","3,101",0,0,"20,202","13,967","59,147,937,874","429,813,515","266,797","3,252,829,740","418,801,333","11,012,182",48,1,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Dwelling/Fire - Mobile Homeowners,"39,963","2,321",466,0,0,"1,229","4,572","1,778,330,961","26,211,438","35,391","231,730,383","25,132,441","1,078,997",0,0,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,239,25,0,0,0,7,0,"8,642,620","371,641",239,0,"371,641",0,0,0,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Farmowners,"2,360",42,70,0,0,95,17,"1,500,509,243","11,234,385","2,343","13,477,239","11,153,101","81,284",21,21,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"1,550,300","61,164","26,615",0,26,"115,874","55,591","834,120,278,430","4,254,532,705","1,494,709","70,913,401,076","4,113,510,038","141,022,667","1,018",8,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"66,957","3,264",610,0,0,"3,337",0,"34,145,506,392","212,163,933","66,957",0,"212,163,933",0,7,2,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Mobile Homeowners,"197,364","7,584","3,370",0,0,"10,352","6,329","18,713,910,789","230,315,180","191,035","534,032,506","228,114,670","2,200,510",0,0,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Mobile Homeowners - WIND ONLY,"2,371",167,0,0,0,39,0,"111,167,130","3,292,284","2,371",0,"3,292,284",0,0,0,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Tenants,"748,346","93,625","3,771",0,0,"111,654","6,155","15,990,744,516","144,852,973","742,191","548,214,262","142,626,941","2,226,032",1,1,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  3/31/2021,Personal Residential - Tenants - WIND ONLY,345,42,4,0,0,8,0,"47,406,093","255,506",345,0,"255,506",0,0,0,,,,,,,,,,,"3,530,775","209,395","49,875",0,35,"307,686","142,284","1,093,392,323,919","6,468,219,758","3,388,491","99,193,440,663","6,220,965,648","247,254,110","1,248",42,,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - (Apartment Buildings) - WIND ONLY,734,51,4,0,0,18,0,"743,255,688","6,056,353",734,0,"6,056,353",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - (Condo Associations Only) - WIND ONLY,"1,389",69,11,0,0,81,0,"4,790,874,310","27,181,823","1,389",0,"27,181,823",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - (Homeowners Association) - WIND ONLY,164,3,0,0,0,2,0,"398,847,776","2,006,600",164,0,"2,006,600",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - Allied Lines (Condo Associations Only),928,1,66,0,0,47,3,"3,981,845,126","176,316,783",925,"49,519,879","176,197,467","119,316",4,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - Allied Lines (Excl Condo Associations),192,1,481,0,0,499,0,"393,174,317","2,191,348",192,0,"2,191,348",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - CMP (Condo Associations Only),"1,505",54,55,0,0,229,414,"26,066,675,989","117,000,414","1,091","2,677,878,951","113,349,065","3,651,349",0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - CMP (Excl Condo Associations),"10,017",460,36,0,0,724,739,"2,308,882,864","22,152,263","9,278","376,381,794","18,547,436","3,604,827",8,7,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - Dwelling/Fire (Condo Associations Only),455,13,5,0,0,69,8,"4,588,300,635","17,743,500",447,"107,403,800","17,588,331","155,169",0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Commercial Residential - Dwelling/Fire (Excl Condo Associations),454,21,13,0,0,24,21,"4,213,483,138","10,995,166",433,"31,100,005","10,916,363","78,803",1,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Allied Lines,"11,657",325,405,0,0,376,"11,657",0,"30,766,558",0,"7,682,154,600",0,"30,766,558",0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"10,476",730,90,0,0,864,0,"4,135,518,455","30,374,737","10,476",0,"30,374,737",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Condominium Unit Owners,"278,754","15,944","3,496",0,10,"41,273","31,381","43,218,457,948","391,615,636","247,373","12,431,518,333","344,999,483","46,616,154",34,277,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Condominium Unit Owners - WIND ONLY,"19,048","1,212",386,0,0,"1,681",0,"3,133,325,512","21,956,127","19,048",0,"21,956,127",0,4,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Dwelling/Fire,"289,068","15,007","4,670",0,0,"28,811","13,402","62,551,289,665","453,603,396","275,666","3,219,054,993","442,402,909","11,200,488",26,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Dwelling/Fire - Mobile Homeowners,"39,325","2,130",386,0,0,"1,878","4,589","1,751,704,404","26,741,899","34,736","237,374,280","25,654,302","1,087,597",0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,235,20,0,0,0,16,0,"8,535,510","374,374",235,0,"374,374",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Farmowners,"2,346",79,82,0,0,145,16,"1,550,100,922","11,392,492","2,330","13,161,120","11,310,985","81,507",28,28,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"1,246,851","50,832","28,437",0,35,"134,020","50,712","721,216,128,547","3,562,555,404","1,196,139","68,852,019,953","3,428,163,096","134,392,308",22,"4,579",,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"68,306","3,068",656,0,0,"5,051",0,"35,609,595,401","221,119,000","68,306",0,"221,119,000",0,3,2,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Mobile Homeowners,"200,425","8,656","3,348",9,0,"15,023","6,383","19,236,073,394","239,586,997","194,042","546,044,388","237,368,195","2,218,802",0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Mobile Homeowners - WIND ONLY,"2,313",137,0,0,0,79,0,"110,435,270","3,285,265","2,313",0,"3,285,265",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Tenants,"746,696","104,573","1,589",0,0,"132,933","5,373","14,906,393,518","139,581,117","741,323","516,151,095","137,509,346","2,071,771",0,408,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  6/30/2021,Personal Residential - Tenants - WIND ONLY,328,32,3,0,0,19,0,"47,073,199","256,503",328,0,"256,503",0,0,0,,,,,,,,,,,"2,931,666","203,418","44,219",9,45,"363,862","124,698","954,959,971,587","5,514,853,756","2,806,968","96,739,763,191","5,278,809,107","236,044,648",130,"5,301",,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - (Apartment Buildings) - WIND ONLY,681,49,21,0,0,18,0,"694,659,951","5,580,037",681,0,"5,580,037",0,0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - (Condo Associations Only) - WIND ONLY,"1,390",58,16,0,0,74,0,"4,911,327,379","28,635,853","1,390",0,"28,635,853",0,0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - (Homeowners Association) - WIND ONLY,153,13,2,0,0,6,0,"363,979,410","1,807,382",153,0,"1,807,382",0,0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - Allied Lines (Condo Associations Only),904,0,54,0,0,10,3,"3,953,750,315","171,425,520",901,"49,519,879","171,306,204","119,316",41,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - Allied Lines (Excl Condo Associations),223,2,857,0,0,903,0,"468,741,224","2,368,180",223,0,"2,368,180",0,2,1,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - CMP (Condo Associations Only),"1,468",28,40,0,0,32,396,"26,710,720,248","120,771,464","1,072","2,748,874,647","116,984,965","3,786,499",0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - CMP (Excl Condo Associations),"10,105",463,40,0,0,575,759,"2,128,627,400","22,646,622","9,346","382,539,916","18,819,517","3,827,105",4,5,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - Dwelling/Fire (Condo Associations Only),452,5,10,0,0,12,8,"4,760,422,135","18,312,229",444,"107,449,900","18,156,910","155,319",0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Commercial Residential - Dwelling/Fire (Excl Condo Associations),446,9,17,0,0,19,21,"4,391,383,052","11,069,572",425,"31,440,705","10,990,565","79,007",1,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Allied Lines,"11,072",234,446,0,0,95,"11,072",0,"30,298,301",0,"7,527,713,428",0,"30,298,301",0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"10,302",917,223,0,0,959,0,"4,150,825,407","30,411,979","10,302",0,"30,411,979",0,0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Condominium Unit Owners,"294,079","12,713","3,011",0,5,"31,050","31,404","45,226,750,599","419,853,580","262,675","12,557,426,610","372,267,402","47,586,179",19,3,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Condominium Unit Owners - WIND ONLY,"18,040","2,238",437,0,0,"1,694",0,"2,966,432,542","20,965,299","18,040",0,"20,965,299",0,3,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Dwelling/Fire,"296,894","14,553","7,033",0,152,"29,424","13,674","65,562,734,958","476,894,166","283,220","3,322,556,061","465,273,775","11,620,390",16,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Dwelling/Fire - Mobile Homeowners,"38,778","1,588",495,0,1,"1,536","4,531","1,751,982,740","26,660,228","34,247","234,117,362","25,588,044","1,072,184",0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,231,17,4,0,0,17,0,"8,833,840","406,073",231,0,"406,073",0,0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Farmowners,"2,322",63,59,0,0,97,15,"8,592,499,960","50,314,399","2,307","12,699,043","50,235,462","78,937",28,29,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"1,313,269","45,084","26,629",0,812,"138,130","50,899","759,759,124,759","3,812,039,357","1,262,370","68,857,774,245","3,676,420,268","135,619,089",13,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"67,776","4,587","1,110",0,0,"5,171",0,"35,742,909,963","223,057,546","67,776",0,"223,057,546",0,3,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
Period Ending  9/30/2021,Personal Residential - Mobile Homeowners,"201,503","7,131","3,511",0,0,"11,773","6,387","19,553,982,760","245,790,393","195,116","548,587,893","243,568,519","2,221,874",0,0,,,,,,,,,,,"3,037,806","214,644","46,238",0,970,"367,447","125,851","1,006,734,701,409","5,858,956,825","2,911,955","96,968,263,115","5,620,190,640","238,766,185",130,39,,,,,,,,,,
